Unnamed: 0,series_name,director_name,genre,ratings,performers,ott_platform
3502,Broken But Beautiful Season 2,"Santosh Singh, Harsh Dedhia, Priyanka Ghose","2019, 10 Episodes",3.3,"Vikrant Massey, Harleen Sethi",ALTT (ALTBalaji)
3510,His Dark Materials Season 1,"Amit Gupta, Weronika Tofilska, Jamie Childs, William McGregor, Leanne Welham, Otto Bathurst, Tom Hooper, Charles Martin, Euros Lyn, Dawn Shadforth","2019, 15 Episodes",1.8,"Dafne Keen, Ruth Wilson, Anne-Marie Duff, Clarke Peters, James Cosmo, Ariyon Bakare, Will Keen, Lucian Msamati, Gary Lewis, Gary Lewis, Lewin Lloyd, Daniel Frogson, James McAvoy, Lin-Manuel Miranda, Ruta Gedmintas, Amir Wilson, Nina Sosanya, Jade Anouka, Sean Gilder, Simone Kirby, Andrew Scott, Andrew Scott",JioCinema
3513,Jack Ryan Season 2,No description available,"2019, 8 Episodes",4.5,"John Krasinski, Wendell Pierce, Abbie Cornish, Ali Suliman, Dina Shihabi, John Hoogenakker, Noomi Rapace, Jordi Mollà, Francisco Denis, Cristina Umaña, Jovan Adepo, Michael Kelly",Prime Video
3514,See Season 1,"Francis Lawrence, Anders Engström, Stephen Surjik, Frederick E.O. Toye, Salli Richardson-Whitfield","2019, 8 Episodes",4.5,"Jason Momoa, Sylvia Hoeks, Hera Hilmar, Christian Camargo, Archie Madekwe, Nesta Cooper, Yadira Guevara-Prip, Alfre Woodard",Apple TV+
3525,Mr. Robot Season 4,Sam Esmail,"2019, 13 Episodes",4.5,"Rami Malek, Carly Chaikin, Portia Doubleday, Martin Wallström, Christian Slater, Michael Cristofer, Grace Gummer, BD Wong, Bobby Cannavale, Ashlie Atkinson, Elliot Villar",Amazon Prime Video
3527,The Walking Dead Season 10,"Greg Nicotero, David Boyd, Michael Cudlitz, Laura Belsey, Dan Liu, John Dahl, Michael E. Satrazemis, Bronwen Hughes, Sharat Raju, Daisy von Scherler Mayer","2019, 22 Episodes",0.5,"Norman Reedus, Danai Gurira, Melissa McBride, Christian Serratos, Josh McDermitt, Seth Gilliam, Ross Marquand, Khary Payton, Ryan Hurst, Samantha Morton, Jeffrey Dean Morgan, Lauren Cohan, Callan McAuliffe, Avi Nash, Eleanor Matsuura, Cooper Andrews, Nadia Hilker, Cailey Fleming, Cassady McClincy, Lauren Ridloff",Netflix
3529,Peaky Blinders Season 5,"Otto Bathurst, Tom Harper, Colm McCarthy, Tim Mielants, David Caffrey, Anthony Byrne","2019, 6 Episodes",4.5,"Cillian Murphy, Sam Neill, Helen McCrory, Paul Anderson, Annabelle Wallis, Iddo Goldberg, Sophie Rundle, Joe Cole, Finn Cole, Charlotte Riley, Noah Taylor, Tom Hardy, Natasha O'Keeffe, Aimee-Ffion Edwards, Paddy Considine, Gaite Jansen, Alexander Siddig, Kate Phillips, Adrien Brody, Aidan Gillen, Charlie Murphy, Anya Taylor-Joy, Sam Claflin",Netflix
3530,Raising Dion Season 1,No description available,"2019, 9 Episodes",4.5,"Alisha Wainwright, Ja'Siah Young, Jazmyn Simon, Sammi Haney, Jason Ritter, Ali Ahn, Griffin Robert Faulkner, Michael Anthony",Netflix
3532,Hello Mini Season 1,Faruk Kabir,"2019, 15 Episodes",3.2,"Anuja Joshi, Mrinal Dutt, Anshul Pandey, Priya Banerjee, Arjun Aneja, Gaurav Chopra, Anjuman Saxena, Vineet Sharma",MX Player
3533,Bigg Boss Season 13,No description available,"2019, 140 Episodes",1.3,"Salman Khan, Sidharth Sukhla, Asim, Shehnaj kaur Gill Rashmi Desai, Arti, Paras, Mahira, Vishal, Shefali jariwala, Madurima Tuli, Shefali Bagga, Aarhan, vikas bhau, Himanshi khurana, Devolina, Shweta",Voot
3534,Bard of Blood,"Ribhu Dasgupta, Jay Dev Banerjee","2019, 7 Episodes",0.8,"Emraan Hashmi, Vineet Kumar Singh, Sobhita Dhulipala, Kirti Kulhari, Abhishekh Khan, Jaideep Ahlawat, Shamaun Ahmed, Danish Hussain, Sohum Shah, Akshat chopra",Netflix
3535,Iru Dhuruvam Season 1,M Kumaran,"2019, 9 Episodes",3.6,"Nandha Durairaj, Abdool, Sebastin Antony, Abhirami Venkatachalam, Jeeva Ravi, P. Aneesha, Ravi jiva, Vasudha Krishnamoorthy, Ajit Koshy, Balaji, Nandhini Madhesh, Karthik Nagarajan, Abhirami Iyer, Yuvaraj",SonyLIV
3541,The Family Man Season 1,"Raj Nidimoru, Krishna D.K.","2019, 10 Episodes",3.3,"Manoj Bajpayee, Priyamani, Samantha Akkineni, Sharib Hashmi, Neeraj Madhav, Pawan Chopra, Kishore, Kishore Kumar G., Sharad Kelkar, Devadarshini, Gul Panag, Shreya Dhanwanthary, Sundeep Kishan, Sanyukta Timsina, Sunny Hinduja, Abhay Verma, Shahab Ali, Ashlesha Thakur, Vedant Sinha, Aritro Rudraneil Banerjee",Prime Video
3542,Undone Season 1,Hisko Hulsing,"2019, 8 Episodes",4.3,"Rosa Salazar, Angelique Cabral, Constance Marie, Siddharth Dhananjay, Daveed Diggs, Bob Odenkirk",Prime Video
3543,Minus One Season 1,No description available,"2019, 6 Episodes",3.2,"Faiz Khan, Kira Narayanan, Aisha Ahmed, Ayush Mehra",Lionsgate Play
3544,Elite Season 2,"Ramón Salazar, Sílvia Quer, Dani de la Orden","2019, 8 Episodes",4.6,"Itzan Escamilla, María Pedraza, Ester Expósito, Miguel Herrán, Jaime Lorente, Álvaro Rico, Arón Piper, Mina El Hammani, Miguel Bernardeau, Omar Ayuso, Danna Paola, Jorge López, Claudia Salas, Georgina Amorós, Sergio Momo, Leïti Sène, Jorge Clemente, Carla Díaz, Martina Cariddi, Manu Ríos, Pol Granch, Andrés Velencoso, Diego Martín, Àlex Monner, Celia Sastre, Rachel Lascar, Iván Pellicer, Junior Mbengani, Xóan Fórneas",Netflix
3547,Carnival Row Season 1,Stefan Kovacik,"2019, 8 Episodes",4.1,"Orlando Bloom, Cara Delevingne, Simon McBurney, Tamzin Merchant, David Gyasi, Andrew Gower, Karla Crome, Arty Froushan, Indira Varma, Jared Harris",Prime Video
3550,Sacred Games Season 2,"Anurag Kashyap, Vikramaditya Motwane, Neeraj Ghaywan","2019, 8 Episodes",2.5,"Saif Ali Khan, Nawazuddin Siddiqui, Pankaj Tripathi, Kalki Koechlin, Ranvir Shorey, Surveen Chawla, Aamir Bashir, Neeraj Kabi, Jatin Sarna, Samir Kochhar, , Elnaaz Norouzi, Luke Kenny, Shalini Vatsa, , Chittaranjan Tripathy, Amruta Subhash",Netflix
3558,The Boys Season 1,"Eric Kripke, Philip Sgriccia, Stefan Schwartz, Frederick E.O. Toye, Daniel Attias Jennifer Phang, Matt Shakman, Dan Trachtenberg, Sarah Boyd, Steve Boyum, Liz Friedlander Alex Graves, Batan Silva","2019, 8 Episodes",2.8,"Karl Urban, Jack Quaid, Antony Starr, Erin Moriarty, Erin Moriarty, Dominique McElligott, Jessie Usher, Jessie T. Usher, Laz Alonso, Chace Crawford, Tomer Kapon, Tomer Capon, Karen Fukuhara, Nathan Mitchell, Elisabeth Shue, Colby Minifie, Aya Cash",Prime Video
3560,Money Heist Season 3,No description available,"2019, 8 Episodes",2.9,"Úrsula Corberó, Álvaro Morte, Itziar Ituño, Pedro Alonso, Paco Tous, Alba Flores, Miguel Herrán, Jaime Lorente, Esther Acebo, Enrique Arce, María Pedraza, Darko Perić, Darko Perić, Kiti Mánver, Hovik Keuchkerian, Luka Peroš, Belén Cuesta, Fernando Cayo, Rodrigo de la Serna, Najwa Nimri",Netflix
3563,Britannia Season 1,"Metin Hüseyin, Sue Tully, Luke Watson, Sheree Folkson, Christoph Schrewe","2019, 9 Episodes",3.3,"Kelly Reilly, David Morrissey, Zoë Wanamaker, Mackenzie Crook, Nikolaj Lie Kaas, Eleanor Worthington Cox",SonyLIV
3566,Stranger Things Season 3,"Matt Duffer, Ross Duffer, Shawn Levy","2019, 8 Episodes",2.6,"Millie Bobby Brown, Winona Ryder, Noah Schnapp, David Harbour, Finn Wolfhard, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Joe Keery, Cara Buono",Netflix
3567,Gullak Season 1,"Amrit Raj Gupta, Palash Vaswani","2019, 10 Episodes",4.1,"Jameel Khan, Geetanjali Kulkarni, Vaibhav Raj Gupta, Harsh Mayar, Shivankit Singh Parihar, Sunita Rajwar",TVFPlay
3570,Euphoria Season 1,"Augustine Frizzell, Sam Levinson, Jennifer Morrison, Pippa Bianco","2019, 8 Episodes",3.8,"Zendaya, Hunter Schafer, Hunter Schafer",JioCinema
3572,Leila,"Deepa Mehta, Shanker Raman, Pawan Kumar, Pawan Kumar","2019, 6 Episodes",4.5,"Huma Qureshi, Huma Qureshi, Siddharth, Seema Biswas, Rahul Khanna, Sanjay Suri, Arif Zakaria, Ashwath Bhatt, Anupam Bhattacharya",Netflix
3578,Lucifer Season 4,"Sam Hill, Jessika Borsiczky, Viet Nguyen, Louis Milito, Richard Speight Jr., Claudia Yarmy, Lisa Demaine, Eagle Egilsson","2019, 10 Episodes",5,"Tom Ellis, Lauren German, Kevin Alejandro, D.B. Woodside, Lesley-Ann Brandt, Rachael Harris, Aimee Garcia, Scarlett Estevez, Tricia Helfer, Inbar Lavi, Graham McTavish, Genevieve Gauss, Cailan Robinson, Vinessa Vidotto, Stephen Schneider, Erik Stocklin, Americus Abesamis, Marcus Anderson Jr., LaFonda Baker, Brian Oblak, Christopher Boyer, Courtney Elizabeth, Paloma Alvarez, Amor Doomes, Ryla Taylor, Tyson Pickens",Netflix
3580,Tripling Season 2,Sameer Saxena,"2019, 5 Episodes",4.5,"Sumeet Vyas, Maanvi Gagroo, Amol Parashar, Kunaal Roy Kapur, Nidhi Bisht, Kumud Mishra, Shweta Tripathi, Rajeev Pathak, Kubbra Sait, Shernaz Patel, Jitendra Kumar, Gajraj Rao, Pratyaksh Panwar, Akarsh Khurana, Riva Arora, Jitendra Shastri, Mushtaq Khan, Ankit Chandrashekar, Ilesh Shah, Mohd Talib, Tripti Thakur, Jigar Bundela, Rajit Kapoor, Aarish Pathan, Abhilash Shah, Jay Bhatt, Rajeev Masand, Paras Chaurasia, Narendra Joshi, Arun Kumar, Francisco Raymond, Rajesh Barsiwal, Prasad Reddy, Vikas Gupta, Kailash Pal, Vishal Gupta, Piyush Vijay, Yash Kumar",TVFPlay
3581,City of Dreams Season 1,Nagesh Kukunoor,"2019, 10 Episodes",3.7,"Priya Bapat, Siddharth Chandekar, Eijaz Khan, Atul Kulkarni, Sushant Singh, Dev, Vishw, Sandeep Kulkarni, Rakesh Dubey, Uday Tikekar, Amrita Bagchi, Sachin Pilgaonkar, Shishir Sharma, Flora Saini, Ivan Sylvester Rodrigues|Ivan Rodrigues, Geetika Tyagi, Rio Kapadia, Saurabh Goyal, Pavleen Gujral, Lekha Prajapati, Adinath Kothare, Divya Seth, Ankur Rathee, Vibhawari Deshpande, Gauransh Chauhan, Atisha Naik, Sajjad Khan, Shriyam Bhagnani",Disney+ Hotstar
3584,Cobra Kai Season 2,"Jon Hurwitz, Hayden Schlossberg, Jennifer Celotta, Josh Heald, Michael Grossman","2019, 10 Episodes",4.5,"Ralph Macchio, William Zabka, Courtney Henggeler, Xolo Maridueña, Tanner Buchanan, Mary Mouser, Jacob Bertrand, Gianni DeCenzo, Martin Kove, Vanessa Rubio, Peyton List, Peyton List",Netflix
3587,Kota Factory Season 1,Raghav Subbu,"2019, 5 Episodes",3.7,"Mayur More, Ranjan Raj, Alam Khan, Alam Khan, Jitendra Kumar, Revathi Pillai, Urvi Singh, Ahsaas Channa",Netflix
3588,Game of Thrones Season 8,"David Nutter, Miguel Sapochnik, David Benioff, D.B. Weiss","2019, 6 Episodes",5,"Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey, Emilia Clarke, Kit Harington, Sophie Turner, Maisie Williams, Liam Cunningham, Nathalie Emmanuel, Alfie Allen, John Bradley, Isaac Hempstead Wright, Gwendoline Christie, Conleth Hill, Rory McCann, Jerome Flynn, Kristofer Hivju, Joe Dempsie, Jacob Anderson, Iain Glen, Hannah Murray, Carice van Houten",JioCinema
3589,Criminal Justice Season 1,"Tigmanshu Dhulia, Vishal Furia","2019, 10 Episodes",3.3,"Vikrant Massey, Pankaj Tripathi, Jackie Shroff, Anupriya Goenka, Mita Vashisht, Rucha Inamdar, Gaurang Dwivedi, Annapurna Vitthal Bhairi, Ninad Kamat, Rituraj Singh, Tuhinaa Vohra, Madhurima Roy, Sanjay Gurbaxani, Gayatri Gauri, Pankaj Saraswat, Dibyendu Bhattacharya, Raaj Gopal Iyer, Komal Chhabriya, Dhiraj Totlani",Disney+ Hotstar
3590,Our Planet,"Adam Chapman, Hugh Pearson, Huw Cordey, Sophie Lanfear, Mandi Stark, Jeff Wilson","2019, 8 Episodes",0.5,David Attenborough,Netflix
3597,Delhi Crime Season 1,Richie Mehta,"2019, 7 Episodes",3.2,"Shefali Shah, Rasika Dugal, Adil Hussain, Rajesh Tailang",Netflix
3598,Selling Sunset Season 1,No description available,"2019, 8 Episodes",0.5,"Brett Oppenheim, Jason Oppenheim Chrishell StauseChristine Quinn, Maya Vander, Mary Fitzgerald, Heather Rae Young",Netflix
3599,Billions Season 4,"Colin Bucksey, Adam Bernstein, Adam Bernstein, Clement Virgo, Matthew McLoota, Jessica Yu, Laurie Collyer, Naomi Geraghty","2019, 12 Episodes",4.5,"Paul Giamatti, Damian Lewis, Maggie Siff, Toby Leonard Moore, David Costabile, Condola Rashād, Asia Kate Dillon, Jeffrey DeMunn, Kelly AuCoin",Disney+ Hotstar
3600,"Love, Death & Robots Season 1","Dave Wilson, Victor Maldonado, Alfredo Torres, Alberto Mielgo, Franck Balson, Owen Sullivan, Léon Bérelle, Dominique Boidin, Rémi Kozyra, Maxime Luère, Oliver Thomas, Javier Recio Gracia, Gabriele Pennacchioli, Jon Yeo, Damian Nenow, Jerome Chen, Robert Valley, Vitaliy Shushko, Tim Miller, István Zorkóczy","2019, 18 Episodes",3.5,"Scott Whyte, Nolan North, Helen Sadler, Josh Brener, Stefan Kapicic, Maurice LaMarche, Chris Cox, Mary Elizabeth Winstead, Samira Wiley, Kevin Michael Richardson, Noshir Dalal, Ike Amadi, Steven Pacey, Emily O'Brien, Fred Tatasciore, Matthew Yang King",Netflix
3602,After Life Season 1,Ricky Gervais,"2019, 6 Episodes",5,"Ricky Gervais, Diane Morgan, Tom Basden, Tony Way, Mandeep Dhillon, Ashley Jensen, David Bradley, Kerry Godliman, Penelope Wilton, David Earl, Joe Wilkinson, Jo Hartley, Roisin Conaty, Paul Kaye, Tim Plester",Netflix
3604,Made in Heaven Season 1,"Nitya Mehra, Zoya Akhtar, Prashant Nair, Alankrita Shrivastava","2019, 9 Episodes",2.6,"Arjun Mathur, Sobhita Dhulipala, Kalki Koechlin, Jim Sarbh, Shashank Arora, Shivani Raghuvanshi",Prime Video
3613,Abhay Season 1,Ken Ghosh,"2019, 8 Episodes",3.6,"Kunal Khemu, Elnaaz Norouzi, Sandeepa Dhar, Rituraj Singh, Manini Mishra, Mukesh Rishi, Prashant Narayanan, Deepak Tijori, Anshuman Jha, Priyal Gor, Anupriya Goenka",Zee5
3615,Four More Shots Please! Season 1,"Anu Menon, Nupur Asthana","2019, 10 Episodes",2.8,"Sayani Gupta, Gurbani, Bani J, Kirti Kulhari, Maanvi Gagroo, Milind Soman, Lisa Ray, Prateik Babbar",Prime Video
3623,Sex Education Season 1,"Ben Taylor, Kate Herron","2019, 8 Episodes",3.2,"Asa Butterfield, Gillian Anderson, Ncuti Gatwa, Emma Mackey, Connor Swindells, Kedar Williams-Stirling, Alistair Petrie, Mimi Keene, Aimee Lou Wood, Chaneil Kular, Simone Ashley, Tanya Reynolds, Mikael Persbrandt, Patricia Allison, Rakhee Thakrar, Jim Howick, Samantha Spiro",Netflix
3624,Titans Season 1,"Carol Banker, Akiva Goldsman, Alex Kalymnios, Kevin Rodney Sullivan, Glen Winter, Brad Anderson, John Fawcett, David Frazee, Meera Menon, Maja Vrvilo,","2019, 11 Episodes",3.5,"Brenton Thwaites, Anna Diop, Teagan Croft, Ryan Potter, Curran Walters, Conor Leslie, Minka Kelly, Alan Ritchson, Esai Morales, Chelsea Zhang, Joshua Orpin, Savannah Welch, Vincent Kartheiser, Damaris Lewis",Netflix
3632,Rangbaaz,Bhav Dhulia,"2018, 9 Episodes",3.9,"Saqib Saleem, Tigmanshu Dhulia, Ranvir Shorey, Aahana Kumra, Jay Saumik Joshi, Ravi Kishan, Arun Kalra, Chandan Anand, Bharat Chawla, Saurabh Goyal, Gaurav Mishra, Ankur B. Saraiya,  Atul Pandey",Zee5
3634,Apharan Season 1,Sidharth Sengupta,"2018, 12 Episodes",3.4,"Arunoday Singh, Mahie Gill, Monica Chaudhary, Nidhi Singh, Varun Badola, Saanand Verma, Neha Kaul, Pawan Chopra, Ram Sujan Singh, Surender Singh, Sanjay Batra, Nilesh Mamgain, Snehil Dixit Mehra, Shweta Rajput, Nishant Tanwar, Aditya Jadhav",ALTT (ALTBalaji)
3635,Girls Hostel Season 1,Chaitanya Kumbhakonum,"2018, 5 Episodes",2.6,"Srishti Shrivastava, Parul Gulati, Ahsaas Channa, Simran Natekar, Trupti Khamkar, Khushbu Baid, Shreya Mehta, Durin Das, Gagan Arora, Shilpa Sinha, Jayati Bhatia, Barkha Fatnani, Minal Tidake",SonyLIV
3637,Broken But Beautiful Season 1,"Santosh Singh, Harsh Dedhia, Priyanka Ghose","2018, 11 Episodes",3.2,"Vikrant Massey, Harleen Sethi, Poppy Jabbal, Anmol Pranaami, Jitin Gulati, Pooja Bhamrrah",ALTT (ALTBalaji)
3638,Mirzapur Season 1,"Karan Anshuman, Gurmeet Singh, Mihir Desai","2018, 9 Episodes",2.9,"Ali Fazal, Vikrant Massey, Pankaj Tripathi, Divyendu Sharma, Rasika Dugal, Kulbhushan Kharbanda, Shriya Pilgaonkar, Vijay Varma, Isha Talwar",Prime Video
3644,Koffee with Karan Season 6,Jahnvi Obhan,"2018, 21 Episodes",4.5,"Karan Johar, Deepika Padukone, Alia Bhatt, Akshay Kumar, Ranveer Singh, Aamir Khan, Katrina Kaif, Varun Dhawan, Saif Ali Khan, Sara Ali Khan, Arjun Kapoor, Janhvi Kapoor, Ajay Devgn, Kajol, Badshah, Diljit Dosanjh, Ayushmann Khurrana, Vicky Kaushal, Prabhas, S. S. Rajamouli, Rana Daggubati, Sonam Kapoor, Rhea Kapoor, Harshvardhan Kapoor, K. L. Rahul, Hardik Pandya, Shahid Kapoor, Ishaan Khatter, Abhishek Bachchan, Shweta Bachchan Nanda, Rajkummar Rao, Bhumi Pednekar, Sidharth Malhotra, Aditya Roy Kapur, Kriti Sanon, Kartik Aaryan, Tiger Shroff, Tara Sutaria, Ananya Panday, Kareena Kapoor Khan, Priyanka Chopra, Kirron Kher, Malaika Arora, Vir Das, Mallika Dua",Disney+ Hotstar
3653,Elite Season 1,"Dani de la Orden, Jorge Torregrossa, Lucía Alemany, Eduardo Chapero-Jackson","2018, 8 Episodes",4.3,"Itzan Escamilla, María Pedraza, Ester Expósito, Miguel Herrán, Jaime Lorente, Álvaro Rico, Arón Piper, Mina El Hammani, Miguel Bernardeau, Omar Ayuso, Danna Paola, Jorge López, Claudia Salas, Georgina Amorós, Sergio Momo, Leïti Sène, Jorge Clemente, Carla Díaz, Martina Cariddi, Manu Ríos, Pol Granch, Andrés Velencoso, Diego Martín, Àlex Monner, Celia Sastre, Rachel Lascar, Iván Pellicer, Junior Mbengani, Xóan Fórneas",Netflix
3654,Little Things Season 2,Ruchir Arun,"2018, 8 Episodes",3.1,"Mithila Palkar, Dhruv Sehgal",Netflix
3659,Bigg Boss Season 12,No description available,"2018, 106 Episodes",2.3,"Salman Khan, Rohit Suchanti, Megha Dhade, Surbhi Rana, Nehha Pendse, Karanvir Bohra, Dipika Kakar Ibrahim, Anup Jalota and Jasleen Matharu, Srishty Rode, Sree Santh, Deepak Thakur and Urvashi Vani, Somi Khan and Saba Khan, Sourabh Patel and Shivashish Mishra, Roshmi Banik, Kriti Verma",Voot
3662,Mayans M.C. Season 1,"Elgin James, Rachel Goldberg, Guy Ferland, Norberto Barba, Batan Silva, Peter Weller, Hanelle M. Culpepper, Félix Enríquez Alcalá","2018, 10 Episodes",5,"J. D. Pardo, Clayton Cardenas, Sarah Bolger, Michael Irby, Carla Baratta, Richard Cabral, Raoul Trujillo, Raoul Max Trujillo, Antonio Jaramillo, Danny Pino, Edward James Olmos",Disney+ Hotstar
3663,Jack Ryan Season 1,No description available,"2018, 8 Episodes",2,"John Krasinski, Wendell Pierce, Abbie Cornish, Ali Suliman, Dina Shihabi, John Hoogenakker, Noomi Rapace, Jordi Mollà, Francisco Denis, Cristina Umaña, Jovan Adepo, Michael Kelly",Prime Video
3670,College Romance Season 1,Apoorv Singh Karki,"2018, 5 Episodes",3.3,"Manjot Singh, Apoorva Arora, Keshav Sadhna, Gagan Arora, Shreya Mehta",SonyLIV
3674,Yeh Meri Family Season 1,Sameer Saxena,"2018, 7 Episodes",4.6,"Vishesh Bansal, Mona Singh, Akarsh Khurana, Ahan Nirban, Ruhi Khan, Prasad Reddy, Revathi Pillai, Brij Bhushan Shukla, Nishaad Javeri, Jai Shankar Tripathi, Burjor Dastur, Mazda Taraporewala, Abhinay Raj Singh, Dinesh, Mukesh Yadav",Amazon miniTV
3675,Sacred Games Season 1,"Anurag Kashyap, Vikramaditya Motwane, Neeraj Ghaywan","2018, 8 Episodes",2.7,"Saif Ali Khan, Nawazuddin Siddiqui, Neeraj Kabi, Elnaaz Norouzi, Luke Kenny, Aamir Bashir, Shalini Vatsa, Jatin Sarna, Radhika Apte, Chittaranjan Tripathy, Pankaj Tripathi, Jitendra Joshi, Kubbra Sait, Rajshri Deshpande, Surveen Chawla, ",Netflix
3683,Cobra Kai Season 1,"Jon Hurwitz, Hayden Schlossberg, Jennifer Celotta, Josh Heald, Steve Pink","2018, 10 Episodes",4.5,"Ralph Macchio, William Zabka, Courtney Henggeler, Xolo Maridueña, Tanner Buchanan, Mary Mouser, Jacob Bertrand, Gianni DeCenzo, Martin Kove, Vanessa Rubio, Peyton List, Peyton List",Netflix
3693,Vikings Season 5,No description available,"2018, 20 Episodes",0.5,"Travis Fimmel, Katheryn Winnick, Clive Standen, Jessalyn Gilsig, Gustaf Skarsgård, Gabriel Byrne, George Blagden, Donal Logue, Alyssa Sutherland, Linus Roache, Alexander Ludwig, Ben Robson, Kevin Durand, Lothaire Bluteau, John Kavanagh (actor)|John Kavanagh, Peter Franzén, J, Alex Høgh Andersen, Marco Ilsø, David Lindström, Jordan Smith (actor)|Jordan Patrick Smith, Moe Dunford, Jonathan Rhys Meyers, Danila Kozlovsky, Eric Johnson (actor)|Eric Johnson, Georgia Hirst, Ragga Ragnars, Ray Stevenson",Netflix
3694,The Handmaid's Tale Season 1,No description available,"2018, 10 Episodes",5,"Elisabeth Moss, Joseph Fiennes, Yvonne Strahovski, Alexis Bledel, Madeline Brewer, Ann Dowd, O. T. Fagbenle, Max Minghella, Samira Wiley, Amanda Brugel, Bradley Whitford, Sam Jaeger",Prime Video
3710,Dark Season 1,Baran bo Odar,"2017, 10 Episodes",5,"Louis Hofmann, Oliver Masucci, Julika Jenkins, Andreas Pietschmann, Maja Schöne, Lisa Vicari, Lisa Kreuzer, Jördis Triebel, Karoline Eichhorn, Mark Waschke, Daan Lennard Liebrenz, Moritz Jahn, Gina Alice Stiebitz, Paul Lux, Christian Pätzold, Sebastian Hülk, Sebastian Rudolph, Stephan Kampwirth, Peter Benedict, Deborah Kaufmann, Anne Ratte-Polle, Michael Mendl, Antje Traue, Anatole Taubman, Angela Winkler, Dietrich Hollinderbäumer, Barbara Nüsse",Netflix
3711,The Punisher Season 1,"Jim O'Hanlon, Jeremy Webb, Jet Wilkinson, Andy Goddard, Tom Shankland, Antonio Campos, Kevin Hooks, Marc Jobst, Kari Skogland, Stephen Surjik, Dearbhla Walsh","2017, 13 Episodes",5,"Jon Bernthal, Ebon Moss-Bachrach, Ben Barnes, Amber Rose Revah, Daniel Webber, Paul Schulze, Jason R. Moore, Michael Nathanson, Jaime Ray Newman, Deborah Ann Woll",Disney+ Hotstar
3713,Stranger Things Season 2,"Matt Duffer, Ross Duffer, Shawn Levy","2017, 9 Episodes",3.1,"Millie Bobby Brown, Winona Ryder, Noah Schnapp, David Harbour, Finn Wolfhard, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Joe Keery, Cara Buono",Netflix
3716,The Walking Dead Season 2,"Ernest Dickerson, Gwyneth Horder-Payton, Phil Abraham, Billy Gierhart, Guy Ferland, David Boyd, Michelle MacLaren, Clark Johnson, Greg Nicotero","2017, 13 Episodes",5,"Andrew Lincoln, Jon Bernthal, Sarah Wayne Callies, Laurie Holden, Jeffrey DeMunn, Steven Yeun, Chandler Riggs, Norman Reedus",Netflix
3717,The Walking Dead Season 3,"Ernest Dickerson, Billy Gierhart, Guy Ferland, Greg Nicotero, Dan Attias, Dan Sackheim, Lesli Linka Glatter, Seith Mann, Tricia Brock, David Boyd, Stefan Schwartz","2017, 16 Episodes",4.5,"Andrew Lincoln, Sarah Wayne Callies, Laurie Holden, Steven Yeun, Chandler Riggs, Norman Reedus, Danai Gurira, Michael Rooker, David Morrissey",Netflix
3722,Money Heist Season 2,No description available,"2017, 9 Episodes",2.9,"Álvaro Morte, Pedro Alonso, Úrsula Corberó, Itziar Ituño, Enrique Arce, Alba Flores, Miguel Herrán, Jaime Lorente, Esther Acebo, Darko Perić, María Pedraza, Paco Tous, Mario de la Rosa, Darko Perić, Fernando Soto, Roberto García Ruiz, Clara Alvarado, Ramón Agirre, Mari Carmen Sánchez",Netflix
3730,The Crown Season 1,No description available,"2017, 10 Episodes",4.8,"Claire Foy, Matt Smith, Vanessa Kirby, Eileen Atkins, Jeremy Northam, Victoria Hamilton, Ben Miles, Greg Wise, Jared Harris, John Lithgow, Alex Jennings, Lia Williams",Netflix
3745,Ozark Season 1,No description available,"2017, 10 Episodes",4.5,"Jason Bateman, Laura Linney, Sofia Hublitz, Skylar Gaertner, Julia Garner, Jordana Spiro, Jason Butler Harner, Esai Morales, Peter Mullan, Lisa Emery, Charlie Tahan, Janet McTeer, Tom Pelphrey, Jessica Frances Dukes",Netflix
3746,Game of Thrones Season 7,"David Nutter, Alan Taylor, Miguel Sapochnik, Mark Mylod, Jeremy Podeswa, David Benioff, D.B. Weiss, Matt Shakman","2017, 7 Episodes",2.8,"Peter Dinklage, Nikolaj Coster Waldau, Lena Headey, Emilia Clarke, Kit Harington, Aidan Gillen, Liam Cunningham, Sophie Turner, Maisie Williams, Nathalie Emmanuel, Gwendoline Christie, Conleth Hill, John Bradley, WestJohn Bradley, Isaac Hempstead Wright, Hannah Murray, Kristofer Hivju, Rory McCann, Iain Glen, Carice van Houten, Indira Varma, Alfie Allen, Jerome Flynn, Joe Dempsie",JioCinema
3747,Inside Edge Season 1,"Karan Anshuman, Aakash Bhatia, Gurmmeet Singh, Kanishk Varma","2017, 10 Episodes",1.9,"Vivek Oberoi, Aamir B, Richa Chadda, Sapna Pabbi, Tanuj Virwani, Siddhant Chaturvedi, Angad Bedi, Sayani Gupta",Prime Video
3748,Snowfall Season 1,No description available,"2017, 10 Episodes",5,"Damson Idris, Carter Hudson, Emily Rios, Sergio Peris-Mencheta, Michael Hyatt, Amin Joseph, Angela Lewis, Juan Javier Carden, Isaiah John, Filipe Valle Costa, Alon Aboutboul, Malcolm Mays, Marcus Henderson, Kevin Carroll",Disney+ Hotstar
